Quarter,Channel,Customer ID,Country,Product Line,Revenue,Product Cost,Customer Service Cost,Profit
3,ATM,WEB,Guam,Deposit Products,62,60,9,-7
4,ATM,EBP,France,Other Products,138,125,29,-16
2,ATM,WEM,Argentina,Credit Products,73,40,8,25
2,ATM,MRT,Venezuela,Fee Based Products,62,46,11,5
1,MAL,RPB,Venezuela,Credit Products,63,75,15,-28
3,BRH,WEB,Ireland,Credit Products,30,16,3,10
2,ATM,RPB,Belgium,Other Products,56,63,9,-16
1,MAL,HEC,USA,Revolving Credit Products,193,110,26,56
3,BRH,WEM,Columbia,Deposit Products,50,23,3,24
2,DSA,EBP,Brazil,Credit Products,32,40,5,-13
2,ATM,MFN,Oman,Deposit Products,57,52,7,-2
2,TEL,EBP,Columbia,Credit Products,42,41,4,-4
2,ATM,MAM,Germany,Fee Based Products,57,36,7,15
3,EML,MRT,Great Britain,Other Products,30,18,3,10
4,BRH,WEB,Germany,Credit Products,100,97,13,-10
2,MAL,CAM,USA,Other Products,60,73,10,-23
2,BRH,EBP,Great Britain,Credit Products,27,19,3,5
3,ATM,WEM,Peru,Revolving Credit Products,65,85,9,-28
2,ATM,WEM,Argentina,Deposit Products,56,38,6,12
2,BRH,PBI,Brazil,Revolving Credit Products,34,41,5,-12
1,ATM,PBI,Guatemala,Third Party Products,57,63,10,-16
4,MAL,RPB,Mexico,Fee Based Products,57,62,8,-13
1,ATM,WEM,Spain,Other Products,56,29,6,22
2,ATM,WEB,France,Credit Products,89,42,7,40
3,BRH,RPB,Korea,Deposit Products,36,35,6,-6
1,INT,MAM,Australia,Revolving Credit Products,44,23,4,17
3,BRH,PBI,Korea,Revolving Credit Products,29,35,5,-11
4,BRH,MRT,Canada,Credit Products,128,112,27,-12
1,BRH,WEB,Switzerland,Credit Products,29,24,3,1
4,INT,CRE,USA,Other Products,16,14,4,-2
3,ATM,WEB,Korea,Other Products,61,38,8,15
3,INT,STF,Puerto Rico,Revolving Credit Products,39,46,9,-16
3,BRH,EBP,Costa Rica,Credit Products,34,36,8,-11
1,CCT,AGR,Venezuela,Credit Products,16,14,1,-0
2,ATM,WEB,Columbia,Deposit Products,59,59,11,-11
1,ATM,PBI,Peru,Fee Based Products,58,50,11,-3
3,CCT,FRT,Korea,Revolving Credit Products,23,19,3,1
2,TEL,WEB,India,Other Products,22,20,3,-1
2,INT,WEB,India,Revolving Credit Products,28,19,3,6
2,BRH,RPB,Spain,Credit Products,20,20,2,-2
2,TEL,MRT,China,Revolving Credit Products,18,12,3,3
1,MAL,MAM,Chile,Deposit Products,74,95,17,-38
2,CCT,FRT,Puerto Rico,Deposit Products,33,14,3,15
1,TEL,SBE,USA,Deposit Products,67,35,6,26
2,CCT,EBP,USA,Third Party Products,169,128,23,18
1,MAL,RPB,Philippines,Fee Based Products,57,64,14,-21
1,BRH,MAM,Canada,Revolving Credit Products,49,20,5,24
3,BRH,AGR,Venezuela,Deposit Products,28,37,4,-13
1,BRH,RPB,Ireland,Fee Based Products,28,23,4,1
3,TEL,WEB,Nigeria,Revolving Credit Products,21,23,4,-7
4,ATM,FRT,Canada,Credit Products,368,285,61,22
2,MAL,MFN,Spain,Revolving Credit Products,64,67,10,-14
1,BRH,PBI,Korea,Credit Products,34,40,6,-12
2,BRH,RPB,Columbia,Third Party Products,26,29,6,-10
1,ATM,RPB,Norway,Revolving Credit Products,62,21,4,37
3,ATM,WEM,Ecuador,Fee Based Products,71,55,9,7
4,MAL,EBP,China,Revolving Credit Products,70,34,6,30
1,MAL,WEB,Philippines,Deposit Products,58,76,15,-33
4,TEL,STF,USA,Revolving Credit Products,115,83,20,12
2,INT,AGR,Mexico,Credit Products,33,13,3,18
2,MOP,HEC,USA,Credit Products,51,63,12,-24
2,CCT,EBP,USA,Other Products,222,158,29,36
3,INT,RPB,Canada,Credit Products,127,152,23,-48
1,BRH,MRT,Argentina,Deposit Products,54,61,7,-13
2,EML,EBP,Costa Rica,Revolving Credit Products,21,9,1,12
3,TEL,MFN,Finland,Credit Products,16,14,2,-0
3,INT,FRT,Costa Rica,Other Products,35,33,8,-6
2,BRH,WEB,South Africa,Deposit Products,93,55,12,27
3,ATM,WEM,Great Britain,Third Party Products,63,75,14,-26
4,BRH,AGR,Costa Rica,Credit Products,23,14,2,7
3,INT,WEM,Finland,Fee Based Products,14,6,1,7
3,MAL,FRT,Mexico,Deposit Products,70,70,16,-16
3,INT,EBP,Ecuador,Credit Products,25,15,2,8
4,INT,EBP,Belgium,Credit Products,42,25,5,13
1,EML,FRT,Great Britain,Deposit Products,35,28,3,4
3,MAL,AGR,Canada,Revolving Credit Products,141,182,32,-74
1,ATM,WEM,Poland,Credit Products,57,21,4,32
4,MAL,EBP,Brazil,Credit Products,103,67,7,28
1,ATM,WEB,Puerto Rico,Revolving Credit Products,66,36,6,24
4,MAL,MFN,Finland,Fee Based Products,56,36,7,13
2,TEL,MRT,Mexico,Deposit Products,42,45,10,-12
3,BRH,WEM,Costa Rica,Deposit Products,22,11,2,9
1,MAL,MRT,France,Third Party Products,57,74,18,-36
3,BRH,MAM,Switzerland,Credit Products,21,25,5,-9
2,INT,WEM,Peru,Revolving Credit Products,20,17,2,2
1,BRH,PBI,Japan,Fee Based Products,29,10,2,17
4,INT,MRT,Puerto Rico,Revolving Credit Products,19,19,3,-3
2,BRH,FRT,Australia,Revolving Credit Products,22,19,5,-1
3,MAL,RPB,Canada,Other Products,62,73,18,-29
2,BRH,MRT,Great Britain,Revolving Credit Products,44,15,3,26
3,ATM,MAM,Germany,Fee Based Products,62,63,13,-14
3,BRH,RPB,Germany,Credit Products,20,17,4,-0
1,ATM,FRT,Oman,Revolving Credit Products,57,73,11,-28
1,CCT,MAM,Great Britain,Credit Products,65,68,9,-12
3,ATM,RPB,Indonesia,Revolving Credit Products,61,52,9,0
1,CCT,RPB,South Africa,Deposit Products,19,10,1,8
2,ATM,WEM,Australia,Deposit Products,62,51,13,-2
3,BRH,WEB,Puerto Rico,Revolving Credit Products,14,10,1,2
1,EML,EBP,Korea,Revolving Credit Products,23,10,1,12
2,ATM,FRT,Korea,Third Party Products,57,44,7,7
3,INT,MFN,Belgium,Credit Products,42,53,13,-24
2,INT,PBI,Canada,Revolving Credit Products,45,56,6,-18
3,INT,MFN,Hong Kong,Revolving Credit Products,29,10,2,17
3,ATM,MAM,Finland,Credit Products,64,25,4,35
4,EML,MFN,Thailand,Deposit Products,31,14,3,14
1,ATM,FRT,Korea,Third Party Products,58,65,8,-16
3,ATM,WEM,Belgium,Other Products,63,59,8,-3
4,MAL,WEB,Spain,Deposit Products,58,50,8,1
2,DSA,EBP,Panama,Revolving Credit Products,33,28,6,-1
3,EML,PBI,Czechoslovakia,Credit Products,36,15,3,18
1,MAL,WEB,South Africa,Deposit Products,68,66,10,-9
3,MAL,WEM,South Africa,Credit Products,76,54,8,14
3,INT,MRT,Poland,Fee Based Products,28,36,9,-17
2,ATM,MRT,Australia,Third Party Products,57,71,16,-29
4,MOP,MFN,Japan,Credit Products,33,20,2,11
4,CCT,MRT,Hong Kong,Deposit Products,36,14,3,20
4,BRH,MAM,Hong Kong,Other Products,40,23,3,14
1,TEL,WEB,Canada,Revolving Credit Products,18,16,4,-2
1,MAL,WEB,Sweden,Deposit Products,81,101,19,-38
3,TEL,MAM,Japan,Other Products,39,47,8,-15
2,ATM,MRT,France,Revolving Credit Products,65,24,6,35
4,MAL,PBI,Spain,Credit Products,69,62,12,-5
4,MAL,WEM,Indonesia,Third Party Products,75,87,10,-22
3,TEL,MAM,Canada,Other Products,21,26,5,-9
2,EML,WEB,South Africa,Revolving Credit Products,26,16,4,6
1,MAL,FRT,Great Britain,Third Party Products,58,69,12,-24
3,MAL,WEB,New Zealand,Revolving Credit Products,79,52,6,21
1,ATM,MAM,Uruguay,Deposit Products,58,42,5,11
2,EML,WEB,Ireland,Credit Products,34,20,3,11
1,BRH,WEM,Mexico,Deposit Products,32,36,4,-7
2,ATM,RPB,Thailand,Deposit Products,58,74,12,-27
3,MAL,MRT,Panama,Other Products,62,31,7,24
4,MAL,MFN,Taiwan,Deposit Products,58,68,12,-22
4,TEL,WEB,France,Credit Products,30,29,5,-4
3,ATM,PBI,Great Britain,Other Products,82,80,13,-11
3,ATM,MRT,Australia,Other Products,63,36,4,23
4,MAL,WEM,Australia,Other Products,58,40,5,12
1,TEL,EBP,Mexico,Revolving Credit Products,62,74,10,-21
3,EML,IAS,USA,Fee Based Products,16,20,4,-8
4,INT,MAM,Puerto Rico,Credit Products,36,15,3,18
4,EVE,WEB,Great Britain,Revolving Credit Products,35,24,4,7
3,MAL,MFN,Belgium,Other Products,62,54,12,-4
2,ATM,WEM,Germany,Deposit Products,77,85,9,-17
4,ATM,WEB,Mexico,Other Products,149,75,10,65
2,BRH,MAM,Japan,Credit Products,76,53,7,17
2,ATM,EBP,Taiwan,Fee Based Products,59,62,9,-13
2,INT,MAM,Japan,Credit Products,18,19,4,-5
3,BRH,WEM,Australia,Revolving Credit Products,26,16,2,8
4,ATM,WEB,Oman,Revolving Credit Products,142,89,17,36
4,BRH,RPB,Finland,Deposit Products,37,40,10,-13
1,ATM,MAM,Great Britain,Revolving Credit Products,91,89,18,-16
1,CCT,WEB,Belgium,Deposit Products,34,21,5,9
2,TEL,MFN,France,Revolving Credit Products,37,26,6,5
2,BRH,PBI,Japan,Credit Products,76,70,11,-6
3,MAL,FRT,Hong Kong,Revolving Credit Products,66,24,3,39
1,INT,PBI,Japan,Other Products,21,20,3,-3
3,EVE,EBP,Venezuela,Credit Products,36,27,3,6
1,BRH,MAM,Malaysia,Deposit Products,31,30,4,-2
2,MAL,WEM,Oman,Credit Products,64,82,9,-27
2,BRH,MRT,Canada,Credit Products,98,49,11,38
2,INT,FRT,Canada,Credit Products,30,32,7,-10
1,CCT,FRT,Mexico,Fee Based Products,22,24,5,-7
3,EML,RPB,France,Fee Based Products,22,18,4,-0
2,MAL,WEM,Guatemala,Deposit Products,64,51,9,3
3,ATM,WEB,Brazil,Credit Products,71,53,8,10
4,ATM,RPB,Brazil,Revolving Credit Products,147,58,13,76
2,CCT,WEB,Czechoslovakia,Third Party Products,29,29,4,-4
1,ATM,AGR,Costa Rica,Deposit Products,56,56,14,-13
3,ATM,WEM,Panama,Credit Products,66,63,8,-5
2,TEL,WEB,Thailand,Deposit Products,47,60,6,-20
3,ATM,FRT,China,Credit Products,61,47,11,3
1,DSA,EBP,Brazil,Revolving Credit Products,71,66,15,-10
4,MAL,MAM,Ecuador,Deposit Products,56,42,8,6
4,ATM,MAM,Indonesia,Credit Products,138,151,22,-34
2,BRH,RPB,South Africa,Revolving Credit Products,34,29,6,-1
3,ATM,FRT,India,Other Products,61,51,8,1
3,MOP,WEB,China,Revolving Credit Products,64,59,8,-3
3,EML,WEM,Germany,Revolving Credit Products,17,16,4,-3
3,MAL,FRT,Canada,Other Products,78,51,10,18
4,BRH,PBI,Brazil,Other Products,41,15,2,23
2,BRH,HEC,USA,Fee Based Products,17,21,2,-6
3,CCT,FRT,Nigeria,Other Products,21,9,1,11
3,EML,WEM,China,Deposit Products,37,13,2,22
1,MAL,HEC,USA,Fee Based Products,59,32,4,23
4,TEL,WEB,Australia,Deposit Products,41,38,4,-1
2,ATM,MRT,Finland,Fee Based Products,57,32,6,19
1,BRH,MRT,Japan,Deposit Products,49,37,8,4
3,CCT,FRT,Australia,Credit Products,18,18,4,-5
4,INT,WEB,Finland,Deposit Products,49,36,8,5
1,ATM,FRT,Spain,Credit Products,73,94,18,-39
4,MAL,WEB,Mexico,Deposit Products,85,108,14,-38
1,ATM,WEB,Israel,Credit Products,66,79,11,-23
1,ATM,FRT,Japan,Credit Products,90,43,11,36
1,INT,PBI,Canada,Revolving Credit Products,40,27,4,9
1,MAL,MRT,Denmark,Other Products,58,60,12,-14
2,EML,MFN,Thailand,Deposit Products,25,28,4,-7
3,BRH,WEM,Canada,Other Products,21,24,4,-7
3,TEL,FRT,Puerto Rico,Other Products,26,32,7,-13
3,ATM,WEM,Switzerland,Other Products,76,56,14,6
4,MAL,PBI,USA,Deposit Products,1728,1489,349,-110
1,BRH,FRT,Guam,Deposit Products,29,37,6,-14
2,CCT,RPB,Brazil,Other Products,16,20,2,-6
1,ATM,WEM,Sweden,Third Party Products,59,35,8,15
1,MAL,MFN,Thailand,Deposit Products,57,28,4,25
2,ATM,EBP,Mexico,Deposit Products,133,124,24,-16
3,INT,MAM,Belgium,Deposit Products,26,21,5,0
1,ATM,PBI,Japan,Revolving Credit Products,80,67,8,5
4,CCT,STF,USA,Other Products,17,13,2,1
1,MAL,MRT,Australia,Other Products,58,57,13,-12
1,ATM,EBP,Ecuador,Third Party Products,72,75,15,-18
4,BRH,IAS,USA,Revolving Credit Products,533,438,81,14
2,ATM,IAS,USA,Other Products,78,38,5,35
1,ATM,RPB,Taiwan,Credit Products,65,36,4,24
3,BRH,PBI,France,Revolving Credit Products,29,19,4,5
3,ATM,INB,USA,Other Products,79,76,9,-6
1,ATM,EBP,Poland,Credit Products,58,40,5,13
2,ATM,EBP,Spain,Deposit Products,58,31,3,24
3,ATM,WEB,China,Revolving Credit Products,73,45,9,19
1,CCT,EBP,Venezuela,Revolving Credit Products,72,93,17,-37
2,BRH,WEM,Belgium,Other Products,40,19,5,16
4,ATM,MAM,Panama,Deposit Products,137,96,15,26
4,ATM,MFN,Nigeria,Third Party Products,137,55,11,71
1,ATM,MAM,New Zealand,Deposit Products,68,41,9,18
1,BRH,MAM,Belgium,Third Party Products,16,21,3,-8
2,ATM,MRT,Peru,Other Products,63,47,9,6
4,CCT,RPB,Denmark,Credit Products,35,18,2,14
1,ATM,FRT,South Africa,Third Party Products,57,47,8,2
1,ATM,FRT,Germany,Revolving Credit Products,63,77,19,-33
3,MAL,MFN,Great Britain,Third Party Products,62,80,8,-26
3,ATM,RPB,Netherlands,Deposit Products,62,50,9,3
2,EML,MRT,Hong Kong,Revolving Credit Products,25,24,3,-2
1,MOP,WEB,Korea,Credit Products,22,17,4,1
3,ATM,MFN,South Africa,Fee Based Products,64,67,9,-12
1,BRH,MAM,Japan,Deposit Products,45,48,11,-14
1,INT,WEB,Hong Kong,Fee Based Products,23,23,3,-4
2,ATM,MFN,Ireland,Fee Based Products,56,21,5,30
1,ATM,PBI,Israel,Fee Based Products,58,35,8,15
1,ATM,WEM,New Zealand,Third Party Products,76,26,3,47
4,EML,RPB,Great Britain,Deposit Products,45,37,4,4
4,CCT,WEB,Israel,Revolving Credit Products,29,23,4,2
3,INT,MAM,Canada,Other Products,50,64,8,-22
4,MAL,MAM,Czechoslovakia,Deposit Products,74,61,12,1
4,MAL,WEB,Korea,Credit Products,62,34,6,22
2,ATM,MRT,Finland,Revolving Credit Products,58,74,17,-34
3,ATM,WEB,Brazil,Deposit Products,69,36,9,25
4,EML,WEM,Great Britain,Deposit Products,20,21,3,-3
4,BRH,AFF,USA,Deposit Products,54,28,6,20
3,ATM,WEM,Netherlands,Credit Products,67,81,14,-28
1,MAL,MRT,Great Britain,Other Products,56,33,8,16
4,MAL,AGR,Columbia,Deposit Products,58,25,5,28
1,ATM,EBP,Germany,Revolving Credit Products,70,43,5,22
1,ATM,EBP,South Africa,Third Party Products,58,48,7,3
3,ATM,PBI,Great Britain,Fee Based Products,67,59,15,-7
1,EVE,EBP,Canada,Credit Products,45,29,4,12
3,EML,FRT,Canada,Revolving Credit Products,96,91,22,-16
3,MAL,WEB,Great Britain,Other Products,67,62,15,-10
3,MAL,WEM,Mexico,Deposit Products,66,52,9,6
3,ATM,EBP,Mexico,Fee Based Products,79,91,13,-24
4,MAL,EBP,Great Britain,Deposit Products,63,61,9,-7
2,TEL,WEB,Sweden,Deposit Products,23,9,2,11
1,ATM,FRT,Australia,Revolving Credit Products,62,32,7,23
4,ATM,MRT,Spain,Deposit Products,147,99,16,33
4,ATM,MFN,Indonesia,Third Party Products,138,163,28,-54
3,TEL,WEB,Denmark,Credit Products,31,29,4,-2
3,TEL,WEB,USA,Deposit Products,95,81,9,5
1,TEL,MRT,Canada,Revolving Credit Products,26,30,5,-9
2,BRH,EBP,Venezuela,Credit Products,95,97,16,-18
2,INT,PBI,Mexico,Fee Based Products,37,38,8,-8
2,BRH,MAM,New Zealand,Third Party Products,16,18,4,-7
2,BRH,RPB,Japan,Third Party Products,69,72,13,-16
2,INT,WEM,Brazil,Fee Based Products,35,21,4,11
1,BRH,MRT,Great Britain,Fee Based Products,28,21,3,4
3,ATM,MFN,France,Revolving Credit Products,96,46,7,43
1,MAL,WEM,Chile,Deposit Products,57,56,13,-12
4,INT,WEB,Belgium,Third Party Products,30,12,1,17
2,ATM,EBP,Venezuela,Deposit Products,98,91,10,-4
3,ATM,FRT,Brazil,Fee Based Products,69,30,7,32
1,EML,WEB,Ireland,Deposit Products,27,22,3,3
3,CCT,MAM,Great Britain,Revolving Credit Products,57,38,8,11
4,ATM,WEM,Netherlands,Revolving Credit Products,140,183,42,-85
1,BRH,MRT,France,Credit Products,49,58,14,-24
2,INT,MAM,Poland,Revolving Credit Products,49,61,13,-25
4,BRH,WEB,Finland,Revolving Credit Products,89,94,16,-21
4,ATM,AGR,Chile,Fee Based Products,137,160,20,-42
2,MAL,FRT,Canada,Other Products,61,77,10,-27
3,CCT,MFN,Taiwan,Revolving Credit Products,24,24,5,-4
3,MAL,EBP,Finland,Credit Products,80,63,14,3
1,INT,MFN,Hong Kong,Revolving Credit Products,36,20,5,11
2,ATM,RPB,Norway,Other Products,58,29,7,21
3,BRH,MRT,Finland,Deposit Products,19,7,2,10
3,BRH,CAM,USA,Deposit Products,209,171,33,6
2,MAL,MAM,Australia,Deposit Products,58,55,7,-3
1,ATM,MAM,Denmark,Deposit Products,59,61,9,-10
4,INT,CAM,USA,Other Products,14,18,4,-7
2,ATM,MFN,Hong Kong,Credit Products,83,75,14,-6
4,ATM,WEB,Switzerland,Revolving Credit Products,210,144,28,38
4,EML,WEM,USA,Third Party Products,141,95,15,31
1,BRH,WEM,Canada,Credit Products,173,128,21,24
4,INT,MAM,Columbia,Revolving Credit Products,47,49,6,-8
4,MAL,AGR,USA,Third Party Products,56,40,5,12
3,EML,MRT,Brazil,Revolving Credit Products,33,43,9,-18
2,BRH,WEB,Australia,Credit Products,87,69,9,9
4,MAL,FRT,Poland,Deposit Products,59,70,17,-29
1,ATM,WEB,Indonesia,Revolving Credit Products,69,63,16,-9
4,DSA,EBP,Canada,Deposit Products,52,38,4,10
1,CCT,FRT,Germany,Third Party Products,27,16,3,8
4,MAL,PBI,Australia,Credit Products,58,76,16,-35
1,TEL,MFN,Taiwan,Revolving Credit Products,36,20,3,13
4,ATM,WEB,South Africa,Revolving Credit Products,236,226,29,-20
3,INT,FRT,Korea,Deposit Products,38,30,4,4
2,ATM,PBI,Netherlands,Deposit Products,100,131,30,-60
2,ATM,PBI,Japan,Credit Products,76,68,13,-6
3,ATM,WEB,Costa Rica,Credit Products,63,55,11,-2
4,TEL,PBI,Canada,Credit Products,26,32,4,-10
4,ATM,WEM,Mexico,Fee Based Products,142,138,24,-20
3,ATM,MAM,Argentina,Revolving Credit Products,65,31,7,27
4,EML,PBI,Switzerland,Revolving Credit Products,19,10,2,8
1,EML,WEB,Norway,Revolving Credit Products,17,21,5,-9
1,EML,WEB,Canada,Credit Products,102,109,12,-19
3,EML,WEB,USA,Third Party Products,104,102,24,-21
4,MOP,CAM,USA,Credit Products,78,67,7,4
1,INT,WEM,USA,Fee Based Products,154,100,15,39
2,BRH,EBP,Canada,Fee Based Products,15,8,2,5
3,INT,MRT,Germany,Deposit Products,27,25,4,-2
2,ATM,AGR,Panama,Credit Products,101,42,8,51
3,ATM,WEM,South Africa,Other Products,74,80,11,-18
2,INT,WEB,Switzerland,Deposit Products,54,70,11,-27
2,INT,MRT,Ireland,Revolving Credit Products,28,28,3,-2
3,INT,EBP,Venezuela,Credit Products,33,33,5,-4
3,BRH,MAM,Hong Kong,Revolving Credit Products,28,24,3,1
2,BRH,MAM,Panama,Deposit Products,20,26,3,-10
3,MAL,EBP,Finland,Third Party Products,61,55,9,-3
4,INT,MAM,Belgium,Deposit Products,28,25,3,-0
2,CCT,WEB,Belgium,Credit Products,41,39,5,-3
1,MAL,PBI,Brazil,Credit Products,64,22,3,39
3,ATM,MAM,Germany,Third Party Products,62,67,10,-15
3,ATM,FRT,South Africa,Other Products,63,49,6,8
2,BRH,WEB,Israel,Revolving Credit Products,29,28,4,-2
4,CCT,RPB,Panama,Deposit Products,21,16,2,3
2,INT,RPB,China,Credit Products,37,35,6,-4
2,CCT,WEB,France,Revolving Credit Products,54,26,3,25
2,INT,EBP,Ecuador,Deposit Products,49,33,5,11
2,EML,MFN,Great Britain,Credit Products,52,55,7,-10
2,EML,MAM,Canada,Deposit Products,61,32,4,26
1,ATM,WEM,Mexico,Deposit Products,84,105,17,-38
1,ATM,RPB,Argentina,Deposit Products,60,53,7,0
2,ATM,WEB,Philippines,Other Products,56,37,7,12
2,BRH,EBP,Great Britain,Third Party Products,27,18,3,6
4,BRH,WEB,France,Deposit Products,34,20,4,10
2,CCT,RPB,Belgium,Revolving Credit Products,23,16,3,4
2,MOP,WEB,Finland,Deposit Products,50,19,4,26
3,EML,WEB,Hong Kong,Credit Products,53,58,6,-11
2,ATM,MAM,Japan,Revolving Credit Products,81,77,9,-5
4,MAL,RPB,Canada,Revolving Credit Products,89,77,17,-6
3,MAL,FRT,Thailand,Deposit Products,71,57,10,4
4,EML,MRT,Brazil,Revolving Credit Products,56,32,3,20
2,MAL,MRT,Mexico,Credit Products,57,29,5,23
2,ATM,RPB,Thailand,Revolving Credit Products,56,19,2,35
3,MAL,EBP,Guatemala,Deposit Products,74,86,21,-34
1,ATM,FRT,Panama,Deposit Products,58,37,7,15
3,ATM,PBI,China,Fee Based Products,63,78,16,-31
2,ATM,FRT,Korea,Revolving Credit Products,67,43,8,16
4,CCT,AGR,Mexico,Deposit Products,19,16,3,0
2,MAL,MRT,Belgium,Deposit Products,60,55,12,-7
1,ATM,PBI,Puerto Rico,Revolving Credit Products,58,53,8,-2
3,EML,FRT,Great Britain,Other Products,24,8,1,15
1,BRH,AGR,Costa Rica,Credit Products,15,7,1,7
1,ATM,FRT,Denmark,Fee Based Products,69,91,10,-32
3,MAL,WEM,Chile,Other Products,68,75,15,-22
1,ATM,MAM,Germany,Fee Based Products,76,95,20,-39
3,BRH,IAS,USA,Third Party Products,15,11,3,1
3,MOP,EBP,Brazil,Deposit Products,23,8,1,14
2,MAL,MFN,Japan,Credit Products,75,36,8,31
2,EML,PBI,Japan,Revolving Credit Products,37,33,7,-2
3,MOP,EBP,Canada,Other Products,55,55,8,-8
3,MAL,FRT,Switzerland,Deposit Products,63,71,15,-23
4,BRH,RPB,Sweden,Fee Based Products,27,35,8,-15
2,ATM,MAM,Thailand,Deposit Products,58,36,7,16
4,CCT,MAM,Venezuela,Deposit Products,35,47,7,-18
2,INT,WEB,India,Other Products,42,38,9,-4
4,EML,WEB,Poland,Deposit Products,43,23,5,15
2,ATM,MRT,Australia,Deposit Products,87,31,5,50
1,ATM,MAM,Japan,Credit Products,85,45,5,34
1,BRH,RPB,Korea,Credit Products,34,41,4,-11
3,ATM,RPB,France,Fee Based Products,76,34,8,34
3,TEL,MFN,Australia,Deposit Products,24,8,2,15
4,INT,WEM,Great Britain,Deposit Products,45,28,6,10
4,ATM,RPB,South Africa,Credit Products,142,55,13,73
1,ATM,PBI,South Africa,Credit Products,61,60,7,-5
4,MAL,MRT,Canada,Revolving Credit Products,83,48,8,27
4,MAL,WEB,Puerto Rico,Other Products,56,62,7,-13
4,MAL,FRT,China,Deposit Products,56,66,12,-22
4,CCT,MRT,Japan,Revolving Credit Products,29,18,3,9
4,EML,RPB,Great Britain,Credit Products,16,9,2,5
2,ATM,WEB,Peru,Deposit Products,57,74,8,-24
3,ATM,EBP,Germany,Deposit Products,63,75,11,-24
1,INT,WEB,India,Revolving Credit Products,31,14,3,15
3,MAL,AGR,USA,Revolving Credit Products,77,31,4,41
1,BRH,PBI,Canada,Revolving Credit Products,55,50,10,-6
4,MAL,WEB,Sweden,Deposit Products,72,68,10,-7
2,MAL,WEB,France,Deposit Products,61,63,7,-9
1,EML,WEM,Sweden,Revolving Credit Products,47,49,7,-10
4,BRH,EBP,Venezuela,Revolving Credit Products,48,61,9,-21
1,BRH,RPB,Switzerland,Deposit Products,58,42,10,6
3,BRH,MRT,Canada,Third Party Products,34,13,3,19
2,MAL,FRT,Great Britain,Revolving Credit Products,77,69,11,-3
4,MAL,WEB,Hong Kong,Fee Based Products,59,59,12,-11
3,ATM,PBI,Ecuador,Revolving Credit Products,61,23,6,32
4,BRH,PBI,Switzerland,Credit Products,26,31,8,-13
2,MAL,EBP,Finland,Deposit Products,58,44,9,5
1,MAL,MAM,Great Britain,Other Products,60,22,3,36
1,BRH,MRT,Puerto Rico,Deposit Products,26,15,2,9
4,EML,FRT,USA,Third Party Products,108,89,19,0
2,ATM,MFN,Thailand,Revolving Credit Products,95,91,14,-10
2,MAL,RPB,Norway,Credit Products,59,21,4,34
4,BRH,MRT,Switzerland,Deposit Products,46,40,9,-2
3,ATM,PBI,Switzerland,Deposit Products,65,41,8,16
1,MAL,WEB,Spain,Other Products,61,24,3,33
3,CCT,EBP,New Zealand,Credit Products,19,15,3,2
3,TEL,WEB,USA,Other Products,29,14,2,13
4,EML,MFN,Japan,Deposit Products,20,15,3,2
4,BRH,MRT,Great Britain,Other Products,23,26,5,-9
2,MAL,MRT,Mexico,Other Products,57,29,6,22
1,EVE,WEB,Canada,Revolving Credit Products,17,15,3,-1
3,BRH,PBI,Ireland,Deposit Products,25,19,2,4
2,CCT,RPB,Great Britain,Credit Products,25,29,4,-8
4,EML,WEB,Korea,Revolving Credit Products,35,46,11,-22
2,INT,WEB,Indonesia,Deposit Products,28,29,3,-4
3,ATM,FRT,Venezuela,Credit Products,81,107,24,-50
4,CCT,EBP,Venezuela,Revolving Credit Products,102,46,8,48
4,BRH,FRT,Venezuela,Deposit Products,34,44,5,-15
2,MAL,WEM,Columbia,Credit Products,75,33,7,34
2,ATM,WEB,China,Revolving Credit Products,78,45,6,26
4,INT,EBP,Japan,Revolving Credit Products,43,32,4,7
3,ATM,EBP,Switzerland,Other Products,69,33,4,32
1,ATM,MAM,Switzerland,Revolving Credit Products,62,26,4,32
2,MAL,AGR,Brazil,Other Products,56,44,7,5
1,ATM,RPB,New Zealand,Credit Products,76,95,20,-40
2,INT,EBP,Venezuela,Deposit Products,23,12,2,9
2,MAL,FRT,Great Britain,Other Products,57,47,10,0
1,BRH,MAM,Ireland,Deposit Products,27,33,8,-14
4,MAL,PBI,Brazil,Other Products,56,33,4,19
4,EVE,WEB,Denmark,Credit Products,41,37,8,-4
2,ATM,RPB,Taiwan,Credit Products,67,29,4,34
3,CCT,EBP,USA,Third Party Products,142,92,22,27
1,MAL,WEB,Poland,Credit Products,57,65,9,-17
2,MOP,WEB,Denmark,Credit Products,29,10,2,17
3,EML,EBP,Great Britain,Deposit Products,20,22,3,-5
2,BRH,MRT,Korea,Credit Products,35,16,3,17
4,CCT,WEB,Finland,Credit Products,50,59,6,-15
1,MAL,EBP,Finland,Revolving Credit Products,61,58,8,-4
1,MAL,WEB,Poland,Deposit Products,69,56,6,6
4,BRH,HEC,USA,Credit Products,475,401,93,-19
1,ATM,EBP,Argentina,Deposit Products,67,87,19,-38
1,MAL,WEM,Philippines,Deposit Products,61,47,9,4
3,ATM,MRT,Venezuela,Fee Based Products,65,71,17,-23
2,MAL,WEB,Denmark,Revolving Credit Products,71,52,8,11
2,MAL,MRT,Switzerland,Other Products,57,59,9,-11
1,MAL,MAM,China,Deposit Products,56,48,11,-3
1,MAL,WEM,Great Britain,Credit Products,73,59,7,7
