ship,order_id,item_id,item_desc,quantity,price,order_date,delivery_date,delivery_place,received_date,supplier,delivery_cost,order_year
Ship-12,356819601901,601.026.049,"Pump barrel with plunger, compl.",2,165117.6,2019-02-05,2019-02-14,Delivery Place-105,2019-03-27,Supplier-447,NA,2019
Ship-19,376319603501,601.026.052,Suction valve,3,39305.6,2019-02-08,2019-02-12,Delivery Place-105,2019-03-04,Supplier-447,NA,2019
Ship-19,376319604901,601.002.168,Piston ring,10,3464.7999999999997,2019-02-12,2019-02-18,Delivery Place-105,2019-03-04,Supplier-447,NA,2019
Ship-20,376419603801,601.079.378,"Crankshaft dial gauge, 90-535 mm",1,65433.6,2019-02-13,2019-02-25,Delivery Place-105,2019-03-12,Supplier-447,NA,2019
Ship-20,376419604901,601.050.122,"Bursting Cap, Complete",1,6555.0210755,2019-02-28,2019-03-28,Delivery Place-77,2019-05-26,Supplier-703,NA,2019
Ship-20,376419604901,601.050.134,Bursting Disc,7,48.01804195,2019-02-28,2019-03-28,Delivery Place-77,2019-05-26,Supplier-703,NA,2019
Ship-11,356719604101,601.026.275,Compression tool,1,11871.199999999999,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-11,356719604101,601.026.029,Felt ring,16,227.20000000000002,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-11,356719604101,601.026.271,"Pushing tool, seals",1,21016,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-11,356719604101,601.026.049,"Pump barrel with plunger, compl.",8,165117.6,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-11,356719604101,601.026.273,Cone for sealing ring,1,8179.2,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-11,356719604101,601.026.270,Cone for sealing ring,1,9088,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-11,356719604101,601.026.053,Comb. puncture + suct. valve,8,66569.6,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-11,356719604101,601.026.274,Pushing tool,1,18119.2,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-11,356719604101,601.026.272,"Compression tool, seals",1,11530.4,2019-03-01,2019-03-21,Delivery Place-105,2019-03-21,Supplier-447,NA,2019
Ship-13,367519602601,601.056.003,Gasket,1,3692,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.010.011,Stud,40,908.8000000000001,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.026.027,"O-ring, Viton",10,306.72,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.026.017,"O-ring, Viton",10,465.76,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.010.012,Nut,40,227.20000000000002,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.026.026,"Back-up ring, PTFE",20,1249.6000000000001,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.026.049,"Pump barrel with plunger, compl.",6,165117.6,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.026.018,"Back-up ring, PTFE",10,1760.8,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.026.025,"O-ring, Viton",10,636.1600000000001,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-13,367519602601,601.002.024,"Indicator valve, complete",5,18289.600000000002,2019-03-05,2019-05-23,Delivery Place-105,2019-06-01,Supplier-447,NA,2019
Ship-19,376319606201,601.071.163,Resistance Bulb for M/E Cyl. Outlet Exhaust Gas Temp.,2,11978.82641855,2019-03-05,2019-03-14,Delivery Place-77,2019-04-01,Supplier-256,NA,2019
Ship-12,356819603501,601.042.139,Inductive sensor w. O-ring,4,17778.4,2019-03-14,2019-03-29,Delivery Place-105,2019-05-23,Supplier-447,NA,2019
Ship-12,356819603501,601.026.139,Spindle guide incl. nozzle,12,94174.40000000001,2019-03-14,2019-03-29,Delivery Place-105,2019-05-23,Supplier-447,NA,2019
Ship-14,367619607301,601.059.004,Compensator,1,117916.8,2019-03-21,2019-03-27,Delivery Place-105,2019-04-23,Supplier-447,NA,2019
Ship-19,376319602601,601.004.007,Piston Ring No. 3,3,23174.399999999998,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.002.108,Sealing Ring,10,227.20000000000002,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.002.112,O-Ring,10,227.20000000000002,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.002.232,Spring,1,34648,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.066.027,Indicator Valve,3,18289.600000000002,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.002.114,Packing,10,1817.6000000000001,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.004.006,Piston Ring No. 2 & 4,4,23174.399999999998,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.003.009,Cooling Water Connection,2,7270.4000000000005,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.004.005,Piston Ring No. 1,4,44372.16,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.004.020,Sealing Rings - Non Glued  (90205-79X-013),10,681.6,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-19,376319602601,601.003.013,Sealing Ring,32,306.72,2019-03-25,2019-03-28,Delivery Place-107,2019-03-30,Supplier-447,NA,2019
Ship-13,367519606701,601.068.013,Scavenging Air Filter (Sinter Bronze),10,897.991102,2019-03-27,2019-04-03,Delivery Place-105,2019-05-20,Supplier-224,266.25,2019
Ship-13,367519606701,601.068.025,Filter For Pressure Reducer,4,2773.207815,2019-03-27,2019-04-03,Delivery Place-105,2019-05-20,Supplier-224,266.25,2019
Ship-13,367519606701,601.068.023,Fresh Air Restrictor,4,3301.437875,2019-03-27,2019-04-03,Delivery Place-105,2019-05-20,Supplier-224,266.25,2019
Ship-9,356419603601,601.003.015,Piston Cleaning Ring,5,55096,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.004.028,"Sealing Ring, Complete",16,15733.6,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.004.008,Piston Crown IMO Number 1848264-1,8,269743.2,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.004.024,Spring,10,2896.7999999999997,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.044.045,O-Ring,10,681.6,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.004.006,Piston Ring No. 2 & 4,10,23515.2,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.004.005,Piston Ring No. 1,5,43792.799999999996,2019-03-28,2019-04-08,Delivery Place-78,NA,Supplier-447,NA,2019
Ship-9,356419603601,601.004.023,Top Scraper Ring,8,19936.8,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.004.007,Piston Ring No. 3,5,23515.2,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.004.039,"Scraper Ring, Complete",8,23174.399999999998,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-9,356419603601,601.004.035,Lamelscraper Ring,8,13745.6,2019-03-28,2019-04-08,Delivery Place-78,2019-04-16,Supplier-447,NA,2019
Ship-10,356519605501,601.068.025,Filter For Pressure Reducer,2,2773.207815,2019-03-28,2019-04-03,Delivery Place-105,2019-05-21,Supplier-224,266.25,2019
Ship-10,356519605501,601.068.013,Scavenging Air Filter,6,897.991102,2019-03-28,2019-04-03,Delivery Place-105,2019-05-21,Supplier-224,266.25,2019
Ship-10,356519605501,601.068.016,Expansion Bellows,4,1175.3118835,2019-03-28,2019-04-03,Delivery Place-105,2019-05-21,Supplier-224,266.25,2019
Ship-10,356519605501,601.068.002,Fresh Air Restrictor,2,3301.437875,2019-03-28,2019-04-03,Delivery Place-105,2019-05-21,Supplier-224,266.25,2019
Ship-9,356419603602,601.004.005,Piston Ring No. 1,5,43876.7575,2019-04-02,2019-04-08,Delivery Place-105,2019-04-16,Supplier-447,NA,2019
Ship-19,376319606601,601.004.003,Locking Wire,1,12382.4,2019-04-02,2019-04-09,Delivery Place-105,2019-05-02,Supplier-447,NA,2019
Ship-19,376319606601,601.004.020,Sealing Rings - Non Glued  (90205-79X-013),7,681.6,2019-04-02,2019-04-09,Delivery Place-105,2019-05-02,Supplier-447,NA,2019
Ship-19,376319606601,601.002.005,O-Ring,14,3635.2000000000003,2019-04-02,2019-04-09,Delivery Place-105,2019-05-02,Supplier-447,NA,2019
Ship-12,356819606301,601.068.023,Circlip For Scavenging Air Filter,6,277.3207815,2019-04-08,2019-04-11,Delivery Place-105,2019-05-30,Supplier-224,355,2019
Ship-12,356819606301,601.068.022,Scavenging Air Filter (Sinter Bronze)  ( See Oil Mist Detector ),10,858.3738475,2019-04-08,2019-04-11,Delivery Place-105,2019-05-30,Supplier-224,355,2019
Ship-12,356819606301,601.068.025,Expansion Bellows,2,1135.694629,2019-04-08,2019-04-11,Delivery Place-105,2019-05-30,Supplier-224,355,2019
Ship-12,356819606301,601.068.033,Gasket For Measuring Head,2,5691.6788965000005,2019-04-08,2019-04-11,Delivery Place-105,2019-05-30,Supplier-224,355,2019
Ship-12,356819606301,601.068.014,Oil Mist Seal,5,633.876072,2019-04-08,2019-04-11,Delivery Place-105,2019-05-30,Supplier-224,355,2019
Ship-21,376519605501,601.026.052,Suction valve,2,39873.6,2019-04-23,2019-04-30,Delivery Place-105,2019-05-24,Supplier-447,NA,2019
Ship-21,376519605501,601.026.127,"O-ring, Viton",24,306.72,2019-04-23,2019-04-30,Delivery Place-105,2019-05-24,Supplier-447,NA,2019
Ship-21,376519605501,601.079.263,Hook wrench,2,1988,2019-04-23,2019-04-30,Delivery Place-105,2019-05-24,Supplier-447,NA,2019
Ship-21,376519605501,601.026.035,"Pressure spring, right-h.",4,1249.6000000000001,2019-04-23,2019-04-30,Delivery Place-105,2019-05-24,Supplier-447,NA,2019
Ship-21,376519605501,601.028.001,High press. fuel oil pipe,2,94969.59999999999,2019-04-23,2019-04-30,Delivery Place-105,2019-05-24,Supplier-447,NA,2019
Ship-21,376519605501,601.028.010,High press. fuel oil pipe,2,94912.8,2019-04-23,2019-04-30,Delivery Place-105,2019-05-24,Supplier-447,NA,2019
Ship-11,356719608001,601.028.004,"O-ring, Viton",16,227.20000000000002,2019-05-01,2019-06-10,Delivery Place-78,2019-07-06,Supplier-447,NA,2019
Ship-11,356719608001,601.026.139,Spindle guide incl. nozzle,12,95594.40000000001,2019-05-01,2019-06-10,Delivery Place-78,2019-07-06,Supplier-447,NA,2019
Ship-11,356719608901,601.002.073,Spring pin,6,227.20000000000002,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.135,Sealing ring f. valve stem,16,3124,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.168,Piston ring,9,4316.8,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.131,"O-ring, Viton",8,522.5600000000001,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.074,Hex. set screw w. dog point,15,227.20000000000002,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.077,"U-sealing ring, PTFE",8,7043.2,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.139,Guide ring,8,4260,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.075,W-seat,8,49700,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.162,Disc,4,3237.6,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.153,Pin,4,1306.3999999999999,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.078,DuraSpindle,8,204196,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.163,Spring pin,8,227.20000000000002,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-11,356719608901,601.002.154,Cup point screw,4,227.20000000000002,2019-05-01,2019-05-13,Delivery Place-78,2019-05-21,Supplier-447,NA,2019
Ship-13,367519606001,601.002.134,"O-ring, Viton",10,306.72,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.071,"O-ring, Viton",10,1022.4,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.081,Packing-round,30,556.64,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.088,Gasket,20,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.139,Guide ring,6,4260,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.136,Screw,50,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.138,Disc,30,3351.2000000000003,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.005,O-ring,6,7554.4000000000005,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.026,"Back-up ring, PTFE",20,1249.6000000000001,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.284,Gasket,20,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.131,"O-ring, Viton",10,522.5600000000001,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.043,"O-ring, Viton",20,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.137,Serrated lock washer,50,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.018,"Back-up ring, PTFE",20,1760.8,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.086,O-ring,20,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.143,"O-ring, Viton",6,386.24,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.003.011,Gasket,40,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.027,"O-ring, Viton",40,306.72,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.079.002,"Flexible H.P. hose, 900 bar, L=1.5 m",2,25503.2,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.029,Felt ring,20,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.034,Sealing ring,20,1022.4,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.135,Sealing ring f. valve stem,10,3124,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.293,Gasket,20,386.24,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.077,"U-sealing ring, PTFE",10,7043.2,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.140,Sealing ring,6,5566.4000000000005,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.003.007,O-ring,6,7554.4000000000005,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.033,"O-ring, Viton",20,306.72,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.084,Gasket,30,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.025,"O-ring, Viton",20,636.1600000000001,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.074,Hex. set screw w. dog point,20,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.075,W-seat,2,49700,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.041,"O-ring, Viton",20,227.20000000000002,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.078,DuraSpindle,2,204196,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.037,Sealing ring,20,1817.6000000000001,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.003.013,O-ring,80,306.72,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.026.017,"O-ring, Viton",20,465.76,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.168,Piston ring,12,4316.8,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-13,367519606001,601.002.076,"O-ring, Viton",10,1931.2,2019-05-03,2019-06-07,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-19,376319602602,601.026.102,Scaper Ring Axial,2,3180.7999999999997,2019-05-07,2019-05-27,Delivery Place-105,2019-07-05,Supplier-447,NA,2019
Ship-19,376319602602,601.026.106,Scrapper Ring,2,2726.4,2019-05-07,2019-05-27,Delivery Place-105,2019-07-05,Supplier-447,NA,2019
Ship-19,376319602602,601.026.086,Sealing Ring,5,374.88,2019-05-07,2019-05-27,Delivery Place-105,2019-07-05,Supplier-447,NA,2019
Ship-19,376319602602,601.026.084,Sealing Ring,5,261.28000000000003,2019-05-07,2019-05-27,Delivery Place-105,2019-07-05,Supplier-447,NA,2019
Ship-19,376319602602,601.026.070,Sealing Ring,5,227.20000000000002,2019-05-07,2019-05-27,Delivery Place-105,2019-07-05,Supplier-447,NA,2019
Ship-19,376319602602,601.026.078,Sealing Ring,5,431.68,2019-05-07,2019-05-27,Delivery Place-105,2019-07-05,Supplier-447,NA,2019
Ship-19,376319602602,601.026.081,"Fuel Oil Sealing, Complete",1,155234.4,2019-05-07,2019-05-27,Delivery Place-105,2019-07-05,Supplier-447,NA,2019
Ship-14,367619612001,601.059.019,Compensator,1,74692,2019-05-14,2019-05-20,Delivery Place-105,2019-07-02,Supplier-447,NA,2019
Ship-10,356519606501,601.004.011,D-Ring,1,7043.2,2019-05-16,2019-05-27,Delivery Place-105,NA,Supplier-447,NA,2019
Ship-10,356519606501,601.004.039,"Scraper Ring, Complete",1,23174.399999999998,2019-05-16,2019-05-27,Delivery Place-105,NA,Supplier-447,NA,2019
Ship-10,356519606501,601.003.014,Gasket,8,3635.2000000000003,2019-05-16,2019-05-27,Delivery Place-105,2019-07-27,Supplier-447,NA,2019
Ship-10,356519606501,601.004.002,Screw,8,4884.8,2019-05-16,2019-05-27,Delivery Place-105,2019-07-27,Supplier-447,NA,2019
Ship-10,356519606501,601.004.006,Piston Ring No. 2 and 4,1,23515.2,2019-05-16,2019-05-27,Delivery Place-105,NA,Supplier-447,NA,2019
Ship-10,356519606501,601.004.042,Fitted Bolt,4,6588.8,2019-05-16,2019-05-27,Delivery Place-105,2019-07-27,Supplier-447,NA,2019
Ship-10,356519606501,601.004.008,Piston Crown IMO Number 1848264-1,2,269743.2,2019-05-16,2019-05-27,Delivery Place-105,2019-07-27,Supplier-447,NA,2019
Ship-10,356519606501,601.004.035,"Scraper Ring, Complete",8,13745.6,2019-05-16,2019-05-27,Delivery Place-105,2019-07-27,Supplier-447,NA,2019
Ship-10,356519606501,601.004.007,Piston Ring No. 3,1,23515.2,2019-05-16,2019-05-27,Delivery Place-105,NA,Supplier-447,NA,2019
Ship-10,356519606501,601.004.021,"Nut, Self-Locking",4,227.20000000000002,2019-05-16,2019-05-27,Delivery Place-105,2019-07-27,Supplier-447,NA,2019
Ship-10,356519606501,601.004.028,"Sealing Ring, Complete",1,15733.6,2019-05-16,2019-05-27,Delivery Place-105,NA,Supplier-447,NA,2019
Ship-10,356519606501,601.004.023,"Top Scraper Ring, Incl Tension Spring",1,19936.8,2019-05-16,2019-05-27,Delivery Place-105,NA,Supplier-447,NA,2019
Ship-10,356519606501,601.004.003,Locking Wire,2,12382.4,2019-05-16,2019-05-27,Delivery Place-105,2019-07-27,Supplier-447,NA,2019
Ship-13,367519613101,601.004.008,Piston crown,1,269743.2,2019-05-24,2019-06-06,Delivery Place-105,2019-10-02,Supplier-447,NA,2019
Ship-9,356419605801,601.003.013,O-ring,30,306.72,2019-05-31,2019-06-07,Delivery Place-105,2019-08-13,Supplier-447,NA,2019
Ship-9,356419605801,601.002.005,"O-ring, Viton",16,3635.2000000000003,2019-05-31,2019-06-07,Delivery Place-105,2019-08-13,Supplier-447,NA,2019
Ship-9,356419605801,601.003.014,Gasket,5,3635.2000000000003,2019-05-31,2019-06-07,Delivery Place-105,2019-08-13,Supplier-447,NA,2019
Ship-9,356419605801,601.026.020,Flange,3,18971.2,2019-05-31,2019-06-07,Delivery Place-105,2019-08-13,Supplier-447,NA,2019
Ship-9,356419605801,601.026.029,Felt ring,10,227.20000000000002,2019-05-31,2019-06-07,Delivery Place-105,2019-08-13,Supplier-447,NA,2019
Ship-19,376319612601,601.026.127,O-Ring,24,306.72,2019-05-31,2019-06-13,Delivery Place-105,2019-07-02,Supplier-447,NA,2019
Ship-19,376319612601,601.026.133,O-Ring,24,306.72,2019-05-31,2019-06-13,Delivery Place-105,2019-07-02,Supplier-447,NA,2019
Ship-19,376319612601,601.026.137,Disc + 15 Bar,14,2101.6,2019-05-31,2019-06-13,Delivery Place-105,2019-07-02,Supplier-447,NA,2019
Ship-19,376319612601,601.026.135,O-Ring,24,306.72,2019-05-31,2019-06-13,Delivery Place-105,2019-07-02,Supplier-447,NA,2019
Ship-19,376319612601,601.028.009,O-Ring,28,227.20000000000002,2019-05-31,2019-06-13,Delivery Place-105,2019-07-02,Supplier-447,NA,2019
Ship-19,376319612601,601.028.007,O-Ring,28,227.20000000000002,2019-05-31,2019-06-13,Delivery Place-105,2019-07-02,Supplier-447,NA,2019
Ship-19,376319612601,601.026.131,O-Ring,24,306.72,2019-05-31,2019-06-13,Delivery Place-105,2019-07-02,Supplier-447,NA,2019
Ship-21,376519609001,601.002.005,"O-ring, Viton",16,3635.2000000000003,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.004.033,Scraper ring,30,5452.8,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.004.006,"Piston ring, left, H=8mm, alu-coat",18,23515.2,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.002.135,Sealing ring f. valve stem,7,3124,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.003.014,Gasket,8,3635.2000000000003,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.004.007,"Piston ring, right, H=8mm, alu-coat",8,23515.2,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.002.140,Sealing ring,14,5566.4000000000005,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.004.008,Piston crown,1,269743.2,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.004.023,Scraper ring,4,19936.8,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.002.001,Hydraulic nut,3,5055.2,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609001,601.004.039,"Scraper ring, complete",6,23174.399999999998,2019-06-06,2019-06-11,Delivery Place-46,2019-06-18,Supplier-447,NA,2019
Ship-21,376519609002,601.004.005,Piston Ring No. 1 (POP),8,1775,2019-06-06,2019-06-07,Delivery Place-105,2019-06-18,Supplier-374,NA,2019
Ship-9,356419606701,601.064.071,Chain,1,1249.6000000000001,2019-06-07,2019-06-13,Delivery Place-105,2019-08-13,Supplier-447,NA,2019
Ship-9,356419606701,601.064.018,Key,1,227.20000000000002,2019-06-07,2019-06-13,Delivery Place-105,2019-08-13,Supplier-447,NA,2019
Ship-9,356419606701,601.064.062,3/2-way valve,1,34420.8,2019-06-07,2019-06-13,Delivery Place-105,2019-08-13,Supplier-447,NA,2019
Ship-12,356819612401,601.068.024,Measuring Head For VN 215 / 93,1,394851.96985,2019-06-13,2019-06-24,Delivery Place-105,2019-07-06,Supplier-224,443.75,2019
Ship-14,367619614701,601.050.135,5/2-way valve,1,36579.93165500001,2019-06-17,2019-07-08,Delivery Place-105,2019-07-12,Supplier-644,NA,2019
Ship-14,367619614701,601.050.138,3/2-way valve Repair kit,1,13205.7515,2019-06-17,2019-07-08,Delivery Place-105,2019-07-12,Supplier-644,NA,2019
Ship-14,367619614701,601.050.137,5/2-way valve Repair kit,1,12413.406410000001,2019-06-17,2019-07-08,Delivery Place-105,2019-07-12,Supplier-644,NA,2019
